Anno;Quartiere;Zona;Tipologia Famiglia;Dimensione Familiare;Numero Famiglie;Componenti
2010;Borgo Panigale - Reno;Borgo Panigale;Madre con figli e altri membri conviventi;4;52;208
2010;Borgo Panigale - Reno;Borgo Panigale;Solo;1;2344;2344
2010;Borgo Panigale - Reno;Santa Viola;Altre tipologie familiari;5;1;5
2010;Borgo Panigale - Reno;Santa Viola;Altre tipologie familiari;6-10;1;6
2010;Borgo Panigale - Reno;Santa Viola;Madre con figli;2;433;866
2010;Borgo Panigale - Reno;Santa Viola;Madre con figli e altri membri conviventi;3;56;168
2010;Borgo Panigale - Reno;Santa Viola;Padre con figli;4;1;4
2010;Navile;Bolognina;Coniugi con altri membri conviventi;4;19;76
2010;Navile;Bolognina;Coniugi con figli;6-10;37;234
2010;Navile;Bolognina;Madre con figli;5;3;15
2010;Navile;Bolognina;Padre con figli e altri membri conviventi;5;10;50
2010;Navile;Corticella;Altre tipologie familiari;4;5;20
2010;Navile;Corticella;Coniugi con figli;5;78;390
2010;Navile;Lame;Altre tipologie familiari;3;13;39
2010;Navile;Lame;Madre con figli e altri membri conviventi;6-10;4;28
2010;Porto - Saragozza;Costa Saragozza;Altre tipologie familiari;4;5;20
2010;Porto - Saragozza;Costa Saragozza;Altre tipologie familiari;5;3;15
2010;Porto - Saragozza;Costa Saragozza;Altre tipologie familiari;6-10;1;6
2010;Porto - Saragozza;Costa Saragozza;Madre con figli;2;797;1594
2010;Porto - Saragozza;Costa Saragozza;Madre con figli e altri membri conviventi;5;10;50
2010;Porto - Saragozza;Costa Saragozza;Padre con figli;3;48;144
2010;Porto - Saragozza;Malpighi;Coniugi con figli;3;476;1428
2010;Porto - Saragozza;Malpighi;Coniugi con figli;4;289;1156
2010;Porto - Saragozza;Malpighi;Madre con figli;5;1;5
2010;Porto - Saragozza;Marconi;Altre tipologie familiari;4;4;16
2010;Porto - Saragozza;Marconi;Altre tipologie familiari;5;1;5
2010;Porto - Saragozza;Marconi;Coniugi con figli;6-10;11;66
2010;Porto - Saragozza;Marconi;Madre con figli;2;491;982
2010;Porto - Saragozza;Marconi;Madre con figli;4;17;68
2010;Porto - Saragozza;Marconi;Padre con figli e altri membri conviventi;5;8;40
2010;Porto - Saragozza;Marconi;Sola;1;2711;2711
2010;Porto - Saragozza;Saffi;Madre con figli;2;571;1142
2010;Porto - Saragozza;Saffi;Madre con figli e altri membri conviventi;3;94;282
2010;San Donato - San Vitale;San Donato;Altre tipologie familiari;3;40;120
2010;San Donato - San Vitale;San Donato;Altre tipologie familiari;5;4;20
2010;San Donato - San Vitale;San Donato;Coniugi con figli e altri membri conviventi;Oltre 10;6;82
2010;San Donato - San Vitale;San Donato;Madre con figli;4;41;164
2010;San Donato - San Vitale;San Donato;Madre con figli;6-10;2;12
2010;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;4;77;308
2010;San Donato - San Vitale;San Donato;Padre con figli e altri membri conviventi;3;109;327
2010;San Donato - San Vitale;San Vitale;Madre con figli;5;5;25
2010;San Donato - San Vitale;San Vitale;Padre con figli;5;1;5
2010;San Donato - San Vitale;San Vitale;Padre con figli e altri membri conviventi;5;11;55
2010;San Donato - San Vitale;San Vitale;Padre con figli e altri membri conviventi;6-10;5;30
2010;Santo Stefano;Colli;Coniugi con figli;3;360;1080
2010;Santo Stefano;Colli;Madre con figli;3;145;435
2010;Santo Stefano;Galvani;Coniugi con figli;3;506;1518
2010;Santo Stefano;Galvani;Coniugi con figli;5;69;345
2010;Santo Stefano;Galvani;Padre con figli;2;121;242
2010;Santo Stefano;Galvani;Padre con figli;4;2;8
2010;Santo Stefano;Irnerio;Coniugi con altri membri conviventi;4;4;16
2010;Santo Stefano;Irnerio;Sola;1;2986;2986
2010;Santo Stefano;Murri;Coniugi con altri membri conviventi;6-10;3;19
2010;Santo Stefano;Murri;Coniugi con figli e altri membri conviventi;Oltre 10;1;11
2010;Savena;Mazzini;Coniugi con altri membri conviventi;3;175;525
2010;Savena;Mazzini;Coniugi con figli;5;182;910
2010;Savena;Mazzini;Madre con figli;6-10;1;7
2010;Savena;Mazzini;Madre con figli e altri membri conviventi;4;77;308
2010;Savena;San Ruffillo;Coniugi con figli e altri membri conviventi;5;44;220
2010;Savena;San Ruffillo;Padre con figli;3;41;123
2010;Savena;San Ruffillo;Solo;1;1833;1833
2011;Borgo Panigale - Reno;Barca;Coniugi con altri membri conviventi;6-10;2;14
2011;Borgo Panigale - Reno;Barca;Coniugi con altri membri conviventi;Oltre 10;1;14
2011;Borgo Panigale - Reno;Barca;Madre con figli;4;27;108
2011;Borgo Panigale - Reno;Barca;Madre con figli;6-10;2;12
2011;Borgo Panigale - Reno;Barca;Madre con figli e altri membri conviventi;3;130;390
2011;Borgo Panigale - Reno;Barca;Madre con figli e altri membri conviventi;6-10;7;46
2011;Borgo Panigale - Reno;Borgo Panigale;Altre tipologie familiari;6-10;1;6
2011;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli e altri membri conviventi;4;98;392
2011;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli e altri membri conviventi;6-10;47;307
2011;Borgo Panigale - Reno;Borgo Panigale;Madre con figli;5;3;15
2011;Borgo Panigale - Reno;Borgo Panigale;Solo;1;2433;2433
2011;Borgo Panigale - Reno;Santa Viola;Altre tipologie familiari;5;2;10
2011;Borgo Panigale - Reno;Santa Viola;Coniugi con figli;4;393;1572
2011;Borgo Panigale - Reno;Santa Viola;Madre con figli;2;422;844
2011;Borgo Panigale - Reno;Santa Viola;Madre con figli;4;12;48
2011;Borgo Panigale - Reno;Santa Viola;Padre con figli;3;23;69
2011;Borgo Panigale - Reno;Santa Viola;Solo;1;1496;1496
2011;Navile;Bolognina;Madre con figli e altri membri conviventi;3;151;453
2011;Navile;Corticella;Coniugi con altri membri conviventi;4;4;16
2011;Navile;Corticella;Coniugi con figli e altri membri conviventi;6-10;25;168
2011;Navile;Corticella;Solo;1;1724;1724
2011;Navile;Lame;Altre tipologie familiari;5;1;5
2011;Navile;Lame;Coniugi con figli e altri membri conviventi;4;35;140
2011;Navile;Lame;Madre con figli;2;526;1052
2011;Navile;Lame;Madre con figli;5;4;20
2011;Porto - Saragozza;Costa Saragozza;Altre tipologie familiari;6-10;1;6
2011;Porto - Saragozza;Costa Saragozza;Coniugi con altri membri conviventi;3;58;174
2011;Porto - Saragozza;Costa Saragozza;Coniugi con figli;6-10;29;178
2011;Porto - Saragozza;Costa Saragozza;Coniugi con figli e altri membri conviventi;4;61;244
2011;Porto - Saragozza;Costa Saragozza;Coniugi con figli e altri membri conviventi;5;37;185
2011;Porto - Saragozza;Costa Saragozza;Padre con figli;4;3;12
2011;Porto - Saragozza;Malpighi;Altre tipologie familiari;2;235;470
2011;Porto - Saragozza;Malpighi;Coniugi con figli;3;467;1401
2011;Porto - Saragozza;Malpighi;Madre con figli;2;407;814
2011;Porto - Saragozza;Malpighi;Madre con figli;3;91;273
2011;Porto - Saragozza;Malpighi;Padre con figli;2;85;170
2011;Porto - Saragozza;Malpighi;Padre con figli;4;1;4
2011;Porto - Saragozza;Malpighi;Padre con figli e altri membri conviventi;4;25;100
2011;Porto - Saragozza;Malpighi;Padre con figli e altri membri conviventi;5;2;10
2011;Porto - Saragozza;Malpighi;Sola;1;2539;2539
2011;Porto - Saragozza;Marconi;Coniugi con figli e altri membri conviventi;4;37;148
2011;Porto - Saragozza;Marconi;Coniugi con figli e altri membri conviventi;5;23;115
2011;Porto - Saragozza;Marconi;Padre con figli;4;6;24
2011;Porto - Saragozza;Saffi;Coniugi;2;1403;2806
2011;Porto - Saragozza;Saffi;Madre con figli;4;13;52
2011;Porto - Saragozza;Saffi;Madre con figli e altri membri conviventi;6-10;2;14
2011;Porto - Saragozza;Saffi;Padre con figli e altri membri conviventi;6-10;3;18
2011;San Donato - San Vitale;San Donato;Coniugi con figli e altri membri conviventi;5;88;440
2011;San Donato - San Vitale;San Donato;Madre con figli;5;11;55
2011;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;4;87;348
2011;San Donato - San Vitale;San Donato;Padre con figli;3;60;180
2011;San Donato - San Vitale;San Vitale;Altre tipologie familiari;3;47;141
2011;San Donato - San Vitale;San Vitale;Padre con figli;4;9;36
2011;Santo Stefano;Colli;Coniugi con altri membri conviventi;3;18;54
2011;Santo Stefano;Colli;Coniugi con figli;4;338;1352
2011;Santo Stefano;Colli;Madre con figli;2;239;478
2011;Santo Stefano;Colli;Madre con figli e altri membri conviventi;5;5;25
2011;Santo Stefano;Colli;Madre con figli e altri membri conviventi;6-10;3;18
2011;Santo Stefano;Colli;Padre con figli e altri membri conviventi;5;8;40
2011;Santo Stefano;Galvani;Coniugi con altri membri conviventi;4;4;16
2011;Santo Stefano;Galvani;Coniugi con figli;5;70;350
2011;Santo Stefano;Galvani;Madre con figli;3;144;432
2011;Santo Stefano;Galvani;Padre con figli;2;113;226
2011;Santo Stefano;Galvani;Padre con figli;5;1;5
2011;Santo Stefano;Galvani;Padre con figli e altri membri conviventi;6-10;2;14
2011;Santo Stefano;Irnerio;Coniugi con figli;4;290;1160
2011;Santo Stefano;Irnerio;Coniugi con figli;5;72;360
2011;Santo Stefano;Irnerio;Madre con figli;5;1;5
2011;Santo Stefano;Irnerio;Madre con figli e altri membri conviventi;3;55;165
2011;Santo Stefano;Murri;Coniugi con altri membri conviventi;3;73;219
2011;Santo Stefano;Murri;Coniugi con altri membri conviventi;4;13;52
2011;Santo Stefano;Murri;Coniugi con figli e altri membri conviventi;5;59;295
2011;Santo Stefano;Murri;Coniugi con figli e altri membri conviventi;Oltre 10;1;11
2011;Santo Stefano;Murri;Madre con figli;5;4;20
2011;Santo Stefano;Murri;Madre con figli e altri membri conviventi;3;111;333
2011;Santo Stefano;Murri;Padre con figli e altri membri conviventi;3;92;276
2011;Savena;Mazzini;Coniugi con altri membri conviventi;5;4;20
2011;Savena;Mazzini;Madre con figli;2;1270;2540
2011;Savena;Mazzini;Madre con figli e altri membri conviventi;6-10;4;24
2011;Savena;Mazzini;Solo;1;3333;3333
2011;Savena;San Ruffillo;Altre tipologie familiari;5;4;20
2011;Savena;San Ruffillo;Coniugi con altri membri conviventi;5;4;20
2011;Savena;San Ruffillo;Madre con figli;3;206;618
2011;Savena;San Ruffillo;Madre con figli;4;31;124
2012;Borgo Panigale - Reno;Barca;Coniugi con altri membri conviventi;3;87;261
2012;Borgo Panigale - Reno;Barca;Coniugi con altri membri conviventi;4;11;44
2012;Borgo Panigale - Reno;Barca;Coniugi con figli e altri membri conviventi;4;63;252
2012;Borgo Panigale - Reno;Barca;Padre con figli;3;34;102
2012;Borgo Panigale - Reno;Barca;Padre con figli e altri membri conviventi;5;7;35
2012;Borgo Panigale - Reno;Barca;Padre con figli e altri membri conviventi;6-10;1;6
2012;Borgo Panigale - Reno;Barca;Sola;1;2666;2666
2012;Borgo Panigale - Reno;Borgo Panigale;Altre tipologie familiari;5;4;20
2012;Borgo Panigale - Reno;Borgo Panigale;Madre con figli;2;726;1452
2012;Borgo Panigale - Reno;Santa Viola;Coniugi con altri membri conviventi;4;11;44
2012;Borgo Panigale - Reno;Santa Viola;Coniugi con figli;3;704;2112
2012;Borgo Panigale - Reno;Santa Viola;Coniugi con figli;5;62;310
2012;Borgo Panigale - Reno;Santa Viola;Madre con figli;3;91;273
2012;Borgo Panigale - Reno;Santa Viola;Padre con figli;2;73;146
2012;Navile;Bolognina;Altre tipologie familiari;5;7;35
2012;Navile;Bolognina;Coniugi con figli;5;191;955
2012;Navile;Bolognina;Madre con figli e altri membri conviventi;4;92;368
2012;Navile;Corticella;Coniugi con figli;4;602;2408
2012;Navile;Corticella;Coniugi con figli e altri membri conviventi;4;68;272
2012;Navile;Corticella;Madre con figli;2;538;1076
2012;Navile;Corticella;Sola;1;2120;2120
2012;Porto - Saragozza;Costa Saragozza;Madre con figli;6-10;2;12
2012;Porto - Saragozza;Costa Saragozza;Madre con figli e altri membri conviventi;4;52;208
2012;Porto - Saragozza;Costa Saragozza;Padre con figli;5;1;5
2012;Porto - Saragozza;Malpighi;Altre tipologie familiari;4;3;12
2012;Porto - Saragozza;Marconi;Padre con figli;4;6;24
2012;Porto - Saragozza;Saffi;Coniugi;2;1408;2816
2012;Porto - Saragozza;Saffi;Coniugi con figli e altri membri conviventi;4;39;156
2012;Porto - Saragozza;Saffi;Madre con figli;5;2;10
2012;San Donato - San Vitale;San Donato;Altre tipologie familiari;2;561;1122
2012;San Donato - San Vitale;San Donato;Coniugi;2;2665;5330
2012;San Donato - San Vitale;San Donato;Coniugi con figli;4;798;3192
2012;San Donato - San Vitale;San Donato;Madre con figli;5;11;55
2012;San Donato - San Vitale;San Vitale;Coniugi con figli;5;187;935
2012;San Donato - San Vitale;San Vitale;Madre con figli;6-10;1;6
2012;San Donato - San Vitale;San Vitale;Padre con figli e altri membri conviventi;6-10;4;24
2012;Santo Stefano;Colli;Coniugi con altri membri conviventi;3;21;63
2012;Santo Stefano;Colli;Madre con figli;4;24;96
2012;Santo Stefano;Galvani;Altre tipologie familiari;4;5;20
2012;Santo Stefano;Galvani;Coniugi;2;740;1480
2012;Santo Stefano;Galvani;Coniugi con altri membri conviventi;6-10;1;7
2012;Santo Stefano;Galvani;Coniugi con figli;4;380;1520
2012;Santo Stefano;Galvani;Coniugi con figli;5;75;375
2012;Santo Stefano;Galvani;Padre con figli;2;129;258
2012;Santo Stefano;Galvani;Padre con figli e altri membri conviventi;5;3;15
2012;Santo Stefano;Irnerio;Altre tipologie familiari;4;2;8
2012;Santo Stefano;Irnerio;Coniugi con altri membri conviventi;4;7;28
2012;Santo Stefano;Irnerio;Coniugi con figli;6-10;7;44
2012;Santo Stefano;Irnerio;Padre con figli e altri membri conviventi;6-10;2;13
2012;Santo Stefano;Irnerio;Sola;1;3021;3021
2012;Santo Stefano;Irnerio;Solo;1;2745;2745
2012;Santo Stefano;Murri;Coniugi con altri membri conviventi;6-10;4;25
2012;Santo Stefano;Murri;Madre con figli;2;940;1880
2012;Santo Stefano;Murri;Madre con figli e altri membri conviventi;6-10;3;18
2012;Savena;Mazzini;Madre con figli e altri membri conviventi;4;107;428
2012;Savena;San Ruffillo;Coniugi con figli;6-10;18;110
2012;Savena;San Ruffillo;Madre con figli e altri membri conviventi;6-10;5;30
2012;Savena;San Ruffillo;Padre con figli e altri membri conviventi;3;92;276
2012;Senza fissa dimora;Senza fissa dimora;Coniugi;2;2;4
2012;Senza fissa dimora;Senza fissa dimora;Coniugi con figli;5;1;5
2013;Borgo Panigale - Reno;Barca;Altre tipologie familiari;6-10;1;7
2013;Borgo Panigale - Reno;Barca;Coniugi con altri membri conviventi;3;81;243
2013;Borgo Panigale - Reno;Barca;Coniugi con figli;4;671;2684
2013;Borgo Panigale - Reno;Barca;Coniugi con figli e altri membri conviventi;5;58;290
2013;Borgo Panigale - Reno;Barca;Coniugi con figli e altri membri conviventi;Oltre 10;1;11
2013;Borgo Panigale - Reno;Barca;Madre con figli;5;6;30
2013;Borgo Panigale - Reno;Borgo Panigale;Altre tipologie familiari;5;4;20
2013;Borgo Panigale - Reno;Borgo Panigale;Madre con figli;4;29;116
2013;Borgo Panigale - Reno;Borgo Panigale;Padre con figli;2;172;344
2013;Borgo Panigale - Reno;Borgo Panigale;Padre con figli;6-10;1;8
2013;Borgo Panigale - Reno;Santa Viola;Altre tipologie familiari;6-10;1;6
2013;Borgo Panigale - Reno;Santa Viola;Coniugi con figli;4;408;1632
2013;Borgo Panigale - Reno;Santa Viola;Coniugi con figli e altri membri conviventi;4;36;144
2013;Borgo Panigale - Reno;Santa Viola;Coniugi con figli e altri membri conviventi;5;29;145
2013;Borgo Panigale - Reno;Santa Viola;Padre con figli;4;1;4
2013;Navile;Bolognina;Altre tipologie familiari;3;49;147
2013;Navile;Corticella;Altre tipologie familiari;2;240;480
2013;Navile;Corticella;Altre tipologie familiari;3;35;105
2013;Navile;Corticella;Coniugi;2;1683;3366
2013;Navile;Corticella;Coniugi con figli;5;101;505
2013;Navile;Corticella;Coniugi con figli e altri membri conviventi;4;53;212
2013;Navile;Corticella;Padre con figli;4;3;12
2013;Navile;Lame;Altre tipologie familiari;5;1;5
2013;Navile;Lame;Altre tipologie familiari;6-10;1;6
2013;Navile;Lame;Coniugi con altri membri conviventi;4;5;20
2013;Navile;Lame;Coniugi con figli;5;80;400
2013;Navile;Lame;Coniugi con figli e altri membri conviventi;4;40;160
2013;Navile;Lame;Madre con figli;5;7;35
2013;Navile;Lame;Padre con figli;3;27;81
2013;Porto - Saragozza;Costa Saragozza;Coniugi con figli;5;134;670
2013;Porto - Saragozza;Costa Saragozza;Madre con figli;2;759;1518
2013;Porto - Saragozza;Costa Saragozza;Padre con figli;2;159;318
2013;Porto - Saragozza;Costa Saragozza;Solo;1;2875;2875
2013;Porto - Saragozza;Marconi;Altre tipologie familiari;6-10;1;6
2013;Porto - Saragozza;Marconi;Coniugi con altri membri conviventi;4;4;16
2013;Porto - Saragozza;Marconi;Coniugi con figli e altri membri conviventi;5;27;135
2013;Porto - Saragozza;Marconi;Madre con figli e altri membri conviventi;3;74;222
2013;Porto - Saragozza;Marconi;Madre con figli e altri membri conviventi;4;35;140
2013;Porto - Saragozza;Marconi;Padre con figli e altri membri conviventi;6-10;3;19
2013;Porto - Saragozza;Saffi;Altre tipologie familiari;4;7;28
2013;Porto - Saragozza;Saffi;Altre tipologie familiari;5;5;25
2013;Porto - Saragozza;Saffi;Coniugi con figli;3;816;2448
2013;Porto - Saragozza;Saffi;Coniugi con figli;6-10;20;122
2013;Porto - Saragozza;Saffi;Padre con figli e altri membri conviventi;6-10;2;12
2013;San Donato - San Vitale;San Donato;Altre tipologie familiari;5;2;10
2013;San Donato - San Vitale;San Donato;Coniugi con altri membri conviventi;4;13;52
2013;San Donato - San Vitale;San Donato;Padre con figli e altri membri conviventi;4;57;228
2013;San Donato - San Vitale;San Vitale;Coniugi con figli;5;211;1055
2013;San Donato - San Vitale;San Vitale;Padre con figli e altri membri conviventi;6-10;5;31
2013;Santo Stefano;Colli;Coniugi con figli e altri membri conviventi;5;23;115
2013;Santo Stefano;Colli;Padre con figli e altri membri conviventi;4;22;88
2013;Santo Stefano;Galvani;Coniugi con altri membri conviventi;6-10;1;7
2013;Santo Stefano;Galvani;Coniugi con figli;3;457;1371
2013;Santo Stefano;Galvani;Coniugi con figli e altri membri conviventi;4;25;100
2013;Santo Stefano;Galvani;Sola;1;2583;2583
2013;Santo Stefano;Irnerio;Coniugi con figli;5;68;340
2013;Santo Stefano;Irnerio;Coniugi con figli e altri membri conviventi;6-10;15;98
2013;Santo Stefano;Irnerio;Madre con figli;3;134;402
2013;Santo Stefano;Irnerio;Padre con figli;4;4;16
2013;Santo Stefano;Murri;Coniugi con altri membri conviventi;6-10;5;32
2013;Santo Stefano;Murri;Coniugi con figli;6-10;30;186
2013;Santo Stefano;Murri;Coniugi con figli e altri membri conviventi;6-10;33;218
2013;Savena;Mazzini;Coniugi con figli;5;187;935
2013;Savena;Mazzini;Madre con figli e altri membri conviventi;4;105;420
2013;Savena;Mazzini;Padre con figli;3;51;153
2013;Savena;Mazzini;Padre con figli e altri membri conviventi;4;72;288
2013;Savena;Mazzini;Sola;1;5305;5305
2013;Savena;San Ruffillo;Altre tipologie familiari;6-10;2;13
2013;Savena;San Ruffillo;Madre con figli e altri membri conviventi;6-10;2;12
2013;Senza fissa dimora;Senza fissa dimora;Coniugi;2;2;4
