Sezione censimento (2011);Anno di riferimento;Nome quartiere;Nome zona;Nome area;Numero unità locali;Numero addetti (dipendenti e indipendenti);Numero addetti istituzioni pubbliche;Numero studenti
1906;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;22;26;;
1931;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;7;19;;
1957;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;4;5;;
1991;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;140;205;;
2002;2017;Savena;Mazzini;FOSSOLO;10;10;;
2015;2017;Savena;Mazzini;FOSSOLO;21;22;;
2170;2017;Savena;S. Ruffillo;VIA TOSCANA;17;20;;
2171;2017;Savena;S. Ruffillo;VIA TOSCANA;20;32;;
2192;2017;Savena;S. Ruffillo;VIA TOSCANA;8;10;;
2201;2017;Savena;S. Ruffillo;VIA TOSCANA;10;10;;
2223;2017;Savena;S. Ruffillo;VIA TOSCANA;4;5;;
2226;2017;Savena;S. Ruffillo;CORELLI;8;123;;
2232;2017;Savena;S. Ruffillo;VIA TOSCANA;27;69;;
2236;2017;Savena;S. Ruffillo;VIA TOSCANA;2;2;;
2238;2017;Savena;S. Ruffillo;VIA TOSCANA;10;22;;
2258;2017;Savena;S. Ruffillo;CORELLI;4;6;;
2269;2017;Savena;S. Ruffillo;CORELLI;10;14;;
2275;2017;Savena;S. Ruffillo;CORELLI;4;6;;
2277;2017;Savena;S. Ruffillo;CORELLI;7;13;;
2287;2017;Savena;S. Ruffillo;CORELLI;2;2;;
2305;2017;Savena;S. Ruffillo;VIA TOSCANA;6;17;;
2312;2017;Savena;S. Ruffillo;PONTE SAVENA-LA BASTIA;9;15;;
2313;2017;Savena;S. Ruffillo;PONTE SAVENA-LA BASTIA;8;17;;
2314;2017;Savena;S. Ruffillo;PONTE SAVENA-LA BASTIA;3;16;;
2318;2017;Savena;S. Ruffillo;PONTE SAVENA-LA BASTIA;9;16;;
2326;2017;Navile;Lame;LA NOCE;17;17;;
22;2018;Borgo Panigale - Reno;Borgo Panigale;BARGELLINO;24;315;;
58;2018;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;11;20;;
64;2018;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;5;7;;
69;2018;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;32;52;;
70;2018;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;5;5;;
92;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;1;6;;
98;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;18;25;;
109;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;18;27;;
118;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;3;3;;
141;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;2;5;;
147;2018;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;22;26;;
149;2018;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;20;37;;
153;2018;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;40;145;;
163;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;17;;
178;2018;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;3;9;;
182;2018;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;23;30;;
185;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;4;3;;
194;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;5;18;;
197;2018;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;7;11;;
215;2018;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;1;1;;
221;2018;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;9;101;;
230;2018;Navile;Bolognina;ARCOVEGGIO;29;40;;
244;2018;Navile;Bolognina;ARCOVEGGIO;4;9;;
245;2018;Navile;Bolognina;ARCOVEGGIO;2;10;;
259;2018;Navile;Bolognina;ARCOVEGGIO;6;9;;
260;2018;Navile;Bolognina;ARCOVEGGIO;10;12;;
264;2018;Navile;Bolognina;ARCOVEGGIO;5;4;;
268;2018;Navile;Bolognina;ARCOVEGGIO;23;35;;
282;2018;Navile;Bolognina;PIAZZA DELL'UNITA';8;7;;
285;2018;Navile;Bolognina;PIAZZA DELL'UNITA';24;61;;
291;2018;Navile;Bolognina;PIAZZA DELL'UNITA';12;22;;
292;2018;Navile;Bolognina;PIAZZA DELL'UNITA';1;1;;
314;2018;Navile;Bolognina;VIA FERRARESE;6;8;;
316;2018;Navile;Bolognina;VIA FERRARESE;25;56;;
317;2018;Navile;Bolognina;VIA FERRARESE;27;37;;
318;2018;Navile;Bolognina;VIA FERRARESE;21;34;;
327;2018;Navile;Bolognina;VIA FERRARESE;16;27;;
334;2018;Navile;Bolognina;VIA FERRARESE;30;180;;
341;2018;Navile;Bolognina;PIAZZA DELL'UNITA';14;29;;
353;2018;Navile;Bolognina;PIAZZA DELL'UNITA';14;23;;
354;2018;Navile;Bolognina;PIAZZA DELL'UNITA';8;120;;
366;2018;Navile;Bolognina;PIAZZA DELL'UNITA';5;15;;
382;2018;Navile;Corticella;SAN SAVINO;15;14;;
411;2018;Navile;Corticella;SAN SAVINO;15;24;;
420;2018;Navile;Corticella;SAVENA ABBANDONATO;1;7;;
437;2018;Navile;Corticella;CROCE COPERTA;9;58;;
438;2018;Navile;Corticella;CROCE COPERTA;34;357;;
450;2018;Navile;Corticella;CROCE COPERTA;10;101;;
453;2018;Navile;Corticella;CROCE COPERTA;5;26;;
457;2018;Navile;Corticella;CROCE COPERTA;5;17;;
463;2018;Navile;Corticella;CROCE COPERTA;72;177;;
471;2018;Navile;Corticella;CROCE COPERTA;7;138;;
525;2018;Navile;Lame;TIRO A SEGNO;4;5;;
527;2018;Navile;Lame;TIRO A SEGNO;2;7;;
534;2018;Navile;Lame;PESCAROLA;1;5;;
555;2018;Navile;Lame;PESCAROLA;1;1;;
557;2018;Navile;Lame;BEVERARA;6;133;;
570;2018;Navile;Lame;BEVERARA;16;400;;
581;2018;Navile;Lame;LAZZARETTO;3;7;;
583;2018;Navile;Lame;LAZZARETTO;1;15;;
598;2018;Navile;Lame;BEVERARA;36;482;;
599;2018;Navile;Lame;BEVERARA;3;1416;;
604;2018;Porto - Saragozza;Marconi;MARCONI-2;73;337;;
619;2018;Porto - Saragozza;Marconi;MARCONI-2;56;89;;
627;2018;Porto - Saragozza;Marconi;MARCONI-2;91;211;;
642;2018;Porto - Saragozza;Marconi;MARCONI-2;15;29;;
652;2018;Porto - Saragozza;Marconi;MARCONI-2;71;120;;
681;2018;Porto - Saragozza;Marconi;MARCONI-1;95;215;;
701;2018;Porto - Saragozza;Saffi;PRATI DI CAPRARA-OSPEDALE MAGGIORE;5;5;;
710;2018;Porto - Saragozza;Saffi;ZANARDI;1;1;;
729;2018;Porto - Saragozza;Saffi;ZANARDI;21;27;;
736;2018;Porto - Saragozza;Saffi;VELODROMO;74;314;;
759;2018;Porto - Saragozza;Saffi;VELODROMO;12;14;;
765;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;24;23;;
767;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;8;9;;
782;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;3;4;;
786;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;13;14;;
810;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;11;30;;
826;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;7;9;;
834;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;2;2;;
844;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;10;15;;
869;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;16;23;;
908;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;71;125;;
921;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;31;58;;
922;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;24;27;;
923;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;45;1452;;
924;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;11;15;;
925;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;3;22;;
933;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;1;1;;
934;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;2;1;;
942;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;1;1;;
949;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;2;2;;
954;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;1;1;;
984;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;11;16;;
988;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;60;95;;
992;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;2;13;;
998;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;5;151;;
1020;2018;San Donato - San Vitale;San Donato;MICHELINO;10;674;;
1024;2018;San Donato - San Vitale;San Donato;MICHELINO;60;177;;
1025;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;1;2;;
1028;2018;San Donato - San Vitale;San Donato;VIA MONDO;33;56;;
1038;2018;San Donato - San Vitale;San Donato;VIA MONDO;8;12;;
1052;2018;San Donato - San Vitale;San Donato;MICHELINO;14;14;;
1067;2018;San Donato - San Vitale;San Donato;VIA MONDO;8;10;;
1086;2018;San Donato - San Vitale;San Donato;PILASTRO;34;257;;
1099;2018;San Donato - San Vitale;San Donato;PILASTRO;11;13;;
1105;2018;San Donato - San Vitale;San Donato;PILASTRO;3;12;;
1132;2018;Santo Stefano;Colli;OSSERVANZA;71;81;;
1152;2018;Santo Stefano;Colli;OSSERVANZA;17;18;;
1165;2018;Santo Stefano;Colli;SAN MICHELE IN BOSCO;60;74;;
1183;2018;Santo Stefano;Colli;PADERNO;18;41;;
1188;2018;Santo Stefano;Colli;PADERNO;6;7;;
1209;2018;Santo Stefano;Galvani;GALVANI-1;34;104;;
1210;2018;Santo Stefano;Galvani;GALVANI-1;45;136;;
1213;2018;Santo Stefano;Galvani;GALVANI-1;87;433;;
1224;2018;Santo Stefano;Galvani;GALVANI-1;51;104;;
1249;2018;Santo Stefano;Galvani;GALVANI-2;37;70;;
1255;2018;Santo Stefano;Galvani;GALVANI-2;39;49;;
1273;2018;Santo Stefano;Galvani;GALVANI-2;46;114;;
1295;2018;Santo Stefano;Galvani;GALVANI-2;31;59;;
1310;2018;Santo Stefano;Murri;MEZZOFANTI;38;125;;
1331;2018;Santo Stefano;Murri;DAGNINI;27;41;;
1332;2018;Santo Stefano;Murri;DAGNINI;26;40;;
1340;2018;Santo Stefano;Murri;MEZZOFANTI;25;33;;
1348;2018;Santo Stefano;Murri;DAGNINI;18;29;;
1349;2018;Santo Stefano;Murri;DAGNINI;15;16;;
1356;2018;Santo Stefano;Murri;DAGNINI;1;1;;
1358;2018;Santo Stefano;Murri;MEZZOFANTI;15;25;;
1359;2018;Santo Stefano;Murri;MEZZOFANTI;1;1;;
1381;2018;Santo Stefano;Murri;GIARDINI MARGHERITA;2;2;;
1385;2018;Santo Stefano;Murri;SIEPELUNGA;7;10;;
1395;2018;Santo Stefano;Murri;SIEPELUNGA;2;2;;
1405;2018;Santo Stefano;Murri;SIEPELUNGA;6;6;;
1407;2018;Santo Stefano;Murri;CHIESANUOVA;21;28;;
1413;2018;Santo Stefano;Murri;CHIESANUOVA;44;56;;
1420;2018;Santo Stefano;Murri;CHIESANUOVA;19;24;;
1423;2018;Santo Stefano;Murri;CHIESANUOVA;31;56;;
1441;2018;Santo Stefano;Murri;CHIESANUOVA;45;62;;
1443;2018;Santo Stefano;Murri;CHIESANUOVA;9;9;;
1471;2018;Santo Stefano;Irnerio;IRNERIO-2;18;478;;
1477;2018;Santo Stefano;Irnerio;IRNERIO-2;36;64;;
1479;2018;Santo Stefano;Irnerio;IRNERIO-2;31;45;;
1484;2018;Santo Stefano;Irnerio;IRNERIO-2;11;21;;
1502;2018;Santo Stefano;Irnerio;IRNERIO-2;2;0;;
1519;2018;Santo Stefano;Irnerio;IRNERIO-1;48;103;;
1531;2018;Santo Stefano;Irnerio;IRNERIO-2;21;37;;
1532;2018;Santo Stefano;Irnerio;IRNERIO-2;36;56;;
1542;2018;Santo Stefano;Irnerio;IRNERIO-1;78;115;;
1543;2018;Santo Stefano;Irnerio;IRNERIO-1;13;36;;
1551;2018;Santo Stefano;Irnerio;IRNERIO-2;38;56;;
1557;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;38;92;;
1558;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;45;258;;
1567;2018;San Donato - San Vitale;S. Vitale;MENGOLI;29;47;;
1582;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;6;10;;
1589;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;13;18;;
1591;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;4;7;;
1628;2018;San Donato - San Vitale;S. Vitale;MENGOLI;1;1;;
1629;2018;San Donato - San Vitale;S. Vitale;MENGOLI;5;6;;
1636;2018;San Donato - San Vitale;S. Vitale;MENGOLI;19;35;;
1642;2018;San Donato - San Vitale;S. Vitale;MENGOLI;15;16;;
1644;2018;San Donato - San Vitale;S. Vitale;MENGOLI;24;30;;
1661;2018;San Donato - San Vitale;S. Vitale;MENGOLI;11;33;;
1679;2018;San Donato - San Vitale;S. Vitale;SCANDELLARA;6;8;;
1686;2018;San Donato - San Vitale;S. Vitale;VIA LARGA;6;41;;
1698;2018;San Donato - San Vitale;S. Vitale;ROVERI;19;103;;
1710;2018;San Donato - San Vitale;S. Vitale;ROVERI;6;159;;
1734;2018;San Donato - San Vitale;S. Vitale;ROVERI;29;188;;
1751;2018;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;2;12;;
1761;2018;San Donato - San Vitale;S. Vitale;STRADELLI GUELFI;2;16;;
1788;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;29;39;;
1789;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;12;38;;
1792;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;24;34;;
1797;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;29;57;;
1816;2018;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;18;24;;
1822;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;19;341;;
1833;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;10;11;;
1848;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;11;11;;
1867;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;29;32;;
1882;2018;Porto - Saragozza;Costa Saragozza;SAN LUCA;9;9;;
1904;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;9;10;;
1933;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;60;91;;
1936;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;42;66;;
1939;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;25;38;;
1940;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;84;141;;
1957;2018;Porto - Saragozza;Malpighi;MALPIGHI-1;4;10;;
1987;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;3;8;;
1988;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;101;202;;
2004;2018;Savena;Mazzini;FOSSOLO;34;82;;
2005;2018;Savena;Mazzini;LUNGO SAVENA;3;74;;
2043;2018;Savena;Mazzini;DUE MADONNE;2;2;;
2057;2018;Savena;Mazzini;PONTEVECCHIO;17;48;;
2060;2018;Savena;Mazzini;PONTEVECCHIO;3;3;;
2062;2018;Savena;Mazzini;PONTEVECCHIO;4;4;;
2084;2018;Savena;Mazzini;BITONE;7;7;;
2087;2018;Savena;Mazzini;BITONE;39;63;;
2091;2018;Savena;Mazzini;BITONE;11;12;;
2092;2018;Savena;Mazzini;BITONE;46;97;;
2102;2018;Savena;Mazzini;BITONE;13;72;;
2107;2018;Savena;Mazzini;BITONE;11;29;;
2112;2018;Savena;Mazzini;BITONE;8;10;;
2116;2018;Savena;Mazzini;BITONE;25;41;;
2138;2018;Savena;Mazzini;VIA ARNO;12;24;;
2147;2018;Savena;Mazzini;CAVEDONE;20;25;;
2157;2018;Savena;Mazzini;OSPEDALE BELLARIA;5;26;;
2159;2018;Savena;S. Ruffillo;MONTE DONATO;7;23;;
2163;2018;Savena;S. Ruffillo;VIA TOSCANA;4;5;;
2176;2018;Savena;S. Ruffillo;VIA TOSCANA;8;13;;
2180;2018;Savena;S. Ruffillo;MONTE DONATO;5;4;;
2194;2018;Savena;S. Ruffillo;VIA TOSCANA;6;6;;
2198;2018;Savena;S. Ruffillo;VIA TOSCANA;1;1;;
2203;2018;Savena;S. Ruffillo;VIA TOSCANA;21;41;;
2208;2018;Savena;S. Ruffillo;VIA TOSCANA;16;33;;
2224;2018;Savena;S. Ruffillo;VIA TOSCANA;15;33;;
2228;2018;Savena;S. Ruffillo;VIA TOSCANA;13;16;;
2234;2018;Savena;S. Ruffillo;VIA TOSCANA;7;7;;
2236;2018;Savena;S. Ruffillo;VIA TOSCANA;2;2;;
2249;2018;Savena;S. Ruffillo;CORELLI;2;2;;
2250;2018;Savena;S. Ruffillo;CORELLI;2;2;;
2257;2018;Savena;S. Ruffillo;CORELLI;12;18;;
2267;2018;Savena;S. Ruffillo;CORELLI;11;23;;
2276;2018;Savena;S. Ruffillo;CORELLI;14;18;;
2302;2018;Savena;S. Ruffillo;VIA TOSCANA;2;3;;
2308;2018;Savena;S. Ruffillo;MONTE DONATO;1;1;;
2325;2018;Navile;Corticella;SAVENA ABBANDONATO;1;4;;
2326;2018;Navile;Lame;LA NOCE;19;19;;
2331;2018;San Donato - San Vitale;S. Vitale;VIA LARGA;14;15;;
13;2019;Borgo Panigale - Reno;Borgo Panigale;LAVINO DI MEZZO;38;93;;
51;2019;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;1;1;;
144;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;12;28;;
168;2019;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;3;5;;
175;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;2;;
206;2019;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;21;22;;
208;2019;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;1;0;;
232;2019;Navile;Bolognina;ARCOVEGGIO;2;2;;
241;2019;Navile;Bolognina;ARCOVEGGIO;20;36;;
244;2019;Navile;Bolognina;ARCOVEGGIO;5;22;;2385
252;2019;Navile;Bolognina;ARCOVEGGIO;16;38;;
254;2019;Navile;Bolognina;ARCOVEGGIO;22;23;;
262;2019;Navile;Bolognina;ARCOVEGGIO;21;62;;
266;2019;Navile;Bolognina;ARCOVEGGIO;6;6;;
270;2019;Navile;Bolognina;ARCOVEGGIO;25;38;;
274;2019;Navile;Bolognina;PIAZZA DELL'UNITA';18;20;;
283;2019;Navile;Bolognina;PIAZZA DELL'UNITA';13;14;;
284;2019;Navile;Bolognina;PIAZZA DELL'UNITA';9;14;;
302;2019;Navile;Bolognina;VIA FERRARESE;11;106;;
315;2019;Navile;Bolognina;VIA FERRARESE;12;15;;
324;2019;Navile;Bolognina;VIA FERRARESE;19;24;;
327;2019;Navile;Bolognina;VIA FERRARESE;18;32;;
329;2019;Navile;Bolognina;VIA FERRARESE;3;17;;
367;2019;Navile;Bolognina;PIAZZA DELL'UNITA';6;24;;78
392;2019;Navile;Corticella;SAN SAVINO;6;8;;54
402;2019;Navile;Corticella;SAN SAVINO;20;50;;
414;2019;Navile;Corticella;SAN SAVINO;12;23;;48
418;2019;Navile;Corticella;SAVENA ABBANDONATO;1;22;;499
431;2019;Navile;Corticella;SAVENA ABBANDONATO;17;43;;
443;2019;Navile;Corticella;CROCE COPERTA;5;314;;
454;2019;Navile;Corticella;CROCE COPERTA;16;140;;
459;2019;Navile;Corticella;CROCE COPERTA;5;14;;
469;2019;Navile;Corticella;CROCE COPERTA;35;65;;
475;2019;Navile;Corticella;MULINO DEL GOMITO;13;154;;
478;2019;Navile;Corticella;MULINO DEL GOMITO;23;266;;
491;2019;Navile;Corticella;SAVENA ABBANDONATO;5;10;;
494;2019;Navile;Lame;LAGHETTI DEL ROSARIO;5;12;;
497;2019;Navile;Lame;LAGHETTI DEL ROSARIO;5;6;;
552;2019;Navile;Lame;PESCAROLA;16;31;;21
559;2019;Navile;Lame;BEVERARA;4;5;;
561;2019;Navile;Lame;LAGHETTI DEL ROSARIO;7;25;;
569;2019;Navile;Lame;BEVERARA;7;11;;86
569;2019;Navile;Lame;BEVERARA;7;11;;365
572;2019;Navile;Lame;BEVERARA;10;11;;
594;2019;Navile;Lame;BEVERARA;37;497;;9
599;2019;Navile;Lame;BEVERARA;3;1332;;11
600;2019;Navile;Lame;LAZZARETTO;6;735;;
602;2019;Porto - Saragozza;Marconi;MARCONI-2;21;945;;
616;2019;Porto - Saragozza;Marconi;MARCONI-2;32;268;;
638;2019;Porto - Saragozza;Marconi;MARCONI-2;47;108;;
654;2019;Porto - Saragozza;Marconi;MARCONI-2;7;23;;
661;2019;Porto - Saragozza;Marconi;MARCONI-2;67;132;;
665;2019;Porto - Saragozza;Marconi;MARCONI-2;44;118;;101
667;2019;Porto - Saragozza;Marconi;MARCONI-2;106;364;;
668;2019;Porto - Saragozza;Marconi;MARCONI-2;55;101;;
671;2019;Porto - Saragozza;Marconi;MARCONI-2;16;47;;
672;2019;Porto - Saragozza;Marconi;MARCONI-2;27;38;;
675;2019;Porto - Saragozza;Marconi;MARCONI-2;39;145;;
682;2019;Porto - Saragozza;Marconi;MARCONI-1;38;147;;
688;2019;Porto - Saragozza;Marconi;MARCONI-1;6;24;;
693;2019;Porto - Saragozza;Marconi;MARCONI-1;41;77;;1238
699;2019;Porto - Saragozza;Marconi;MARCONI-1;19;1052;;
704;2019;Porto - Saragozza;Saffi;ZANARDI;8;16;;
716;2019;Porto - Saragozza;Saffi;ZANARDI;1;1;;
744;2019;Porto - Saragozza;Saffi;VELODROMO;15;316;;
751;2019;Porto - Saragozza;Saffi;VELODROMO;6;5;;
758;2019;Porto - Saragozza;Saffi;VELODROMO;54;97;;
760;2019;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;22;53;;20
767;2019;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;9;13;;
770;2019;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;21;53;;
783;2019;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;85;154;;
794;2019;Borgo Panigale - Reno;Barca;BATTINDARNO;3;3;;
796;2019;Borgo Panigale - Reno;Barca;BATTINDARNO;9;10;;
802;2019;Borgo Panigale - Reno;Barca;BATTINDARNO;3;3;;100
802;2019;Borgo Panigale - Reno;Barca;BATTINDARNO;3;3;;468
806;2019;Borgo Panigale - Reno;Barca;BATTINDARNO;32;48;;
810;2019;Borgo Panigale - Reno;Barca;BATTINDARNO;10;27;;
828;2019;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;3;4;;
835;2019;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;2;2;;
838;2019;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;4;8;;
844;2019;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;9;10;;
851;2019;Borgo Panigale - Reno;Barca;BATTINDARNO;10;11;;
860;2019;Borgo Panigale - Reno;Barca;CANALE DI RENO;5;7;;
871;2019;Borgo Panigale - Reno;Barca;CANALE DI RENO;3;3;;236
875;2019;Borgo Panigale - Reno;Barca;CANALE DI RENO;12;14;;
879;2019;Borgo Panigale - Reno;Barca;CANALE DI RENO;13;15;;
894;2019;Borgo Panigale - Reno;S. Viola;AGUCCHI;27;64;;149
912;2019;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;28;33;;138
916;2019;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;14;35;;
919;2019;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;31;63;;
939;2019;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;10;964;;
982;2019;San Donato - San Vitale;San Donato;VIA DEL LAVORO;21;90;;
988;2019;San Donato - San Vitale;San Donato;VIA DEL LAVORO;60;103;;
1007;2019;San Donato - San Vitale;San Donato;VIA DEL LAVORO;10;12;;
1014;2019;San Donato - San Vitale;San Donato;MICHELINO;13;18;;
1049;2019;San Donato - San Vitale;San Donato;VIA MONDO;1;1;;
1091;2019;San Donato - San Vitale;San Donato;PILASTRO;4;3;;
1108;2019;San Donato - San Vitale;San Donato;PILASTRO;5;7;;
1109;2019;San Donato - San Vitale;San Donato;PILASTRO;5;5;;
1111;2019;San Donato - San Vitale;San Donato;SCALO MERCI SAN DONATO;5;3;;
1120;2019;San Donato - San Vitale;San Donato;CAAB;4;16;;
1136;2019;Santo Stefano;Colli;OSSERVANZA;65;107;;26
1139;2019;Santo Stefano;Colli;OSSERVANZA;88;178;;12
1145;2019;Santo Stefano;Colli;OSSERVANZA;34;46;;
1148;2019;Santo Stefano;Colli;OSSERVANZA;52;95;;
1176;2019;Santo Stefano;Colli;PADERNO;2;5;;
1214;2019;Santo Stefano;Galvani;GALVANI-1;63;301;;
1219;2019;Santo Stefano;Galvani;GALVANI-1;49;270;;
1221;2019;Santo Stefano;Galvani;GALVANI-1;2;98;;
1223;2019;Santo Stefano;Galvani;GALVANI-1;34;78;;
1224;2019;Santo Stefano;Galvani;GALVANI-1;53;102;;
1233;2019;Santo Stefano;Galvani;GALVANI-2;49;95;;
1240;2019;Santo Stefano;Galvani;GALVANI-2;29;42;;
1241;2019;Santo Stefano;Galvani;GALVANI-2;14;16;;
1248;2019;Santo Stefano;Galvani;GALVANI-2;31;50;;
1253;2019;Santo Stefano;Galvani;GALVANI-2;1;50;;
1271;2019;Santo Stefano;Galvani;GALVANI-2;24;29;;1704
1272;2019;Santo Stefano;Galvani;GALVANI-2;57;121;;
1276;2019;Santo Stefano;Galvani;GALVANI-2;32;34;;17
1288;2019;Santo Stefano;Galvani;GALVANI-2;14;21;;
1296;2019;Santo Stefano;Galvani;GALVANI-2;47;96;;25
1301;2019;Santo Stefano;Murri;MEZZOFANTI;17;39;;87
1304;2019;Santo Stefano;Murri;MEZZOFANTI;33;48;;
1306;2019;Santo Stefano;Murri;MEZZOFANTI;1;4;;
1309;2019;Santo Stefano;Murri;MEZZOFANTI;17;21;;
1313;2019;Santo Stefano;Murri;DAGNINI;27;58;;
1323;2019;Santo Stefano;Murri;MEZZOFANTI;25;56;;
1334;2019;Santo Stefano;Murri;DAGNINI;19;63;;
1346;2019;Santo Stefano;Murri;DAGNINI;11;18;;
1356;2019;Santo Stefano;Murri;DAGNINI;1;1;;
1371;2019;Santo Stefano;Murri;DAGNINI;23;40;;
1397;2019;Santo Stefano;Murri;SIEPELUNGA;15;12;;
1408;2019;Santo Stefano;Murri;CHIESANUOVA;26;32;;
1415;2019;Santo Stefano;Murri;CHIESANUOVA;3;4;;
1425;2019;Santo Stefano;Murri;CHIESANUOVA;20;44;;
1426;2019;Santo Stefano;Murri;CHIESANUOVA;54;73;;
1429;2019;Santo Stefano;Murri;CHIESANUOVA;15;45;;156
1429;2019;Santo Stefano;Murri;CHIESANUOVA;15;45;;50
1448;2019;Santo Stefano;Irnerio;IRNERIO-2;47;335;;
1449;2019;Santo Stefano;Irnerio;IRNERIO-2;52;248;;
1458;2019;Santo Stefano;Irnerio;IRNERIO-2;1;1;;
1461;2019;Santo Stefano;Irnerio;IRNERIO-2;11;13;;
