area_name,household_type,household_size,households
borgo centro,Coniugi con figli e altri membri conviventi,Oltre 10,1
casteldebole,Coniugi con figli e altri membri conviventi,Oltre 10,1
ducati-villaggio ina,Coniugi con figli e altri membri conviventi,Oltre 10,1
la birra,Coniugi con figli e altri membri conviventi,Oltre 10,1
lavino di mezzo,Coniugi con figli e altri membri conviventi,Oltre 10,1
lungo reno,Coniugi con figli e altri membri conviventi,Oltre 10,1
rigosa,Coniugi con figli e altri membri conviventi,Oltre 10,1
triumvirato-pietra,Coniugi con figli e altri membri conviventi,Oltre 10,1
via del vivaio,Coniugi con figli e altri membri conviventi,Oltre 10,1
croce coperta,Coniugi con figli,5,36
la dozza,Coniugi con figli,5,8
mulino del gomito,Coniugi con figli,5,5
san savino,Coniugi con figli,5,54
savena abbandonato,Coniugi con figli,5,6
croce coperta,Coniugi con figli e altri membri conviventi,4,14
la dozza,Coniugi con figli e altri membri conviventi,4,4
mulino del gomito,Coniugi con figli e altri membri conviventi,4,2
san savino,Coniugi con figli e altri membri conviventi,4,21
savena abbandonato,Coniugi con figli e altri membri conviventi,4,3
croce coperta,Coniugi con figli e altri membri conviventi,5,17
la dozza,Coniugi con figli e altri membri conviventi,5,4
mulino del gomito,Coniugi con figli e altri membri conviventi,5,2
san savino,Coniugi con figli e altri membri conviventi,5,25
savena abbandonato,Coniugi con figli e altri membri conviventi,5,3
croce coperta,Madre con figli,3,54
la dozza,Madre con figli,3,13
mulino del gomito,Madre con figli,3,7
san savino,Madre con figli,3,82
savena abbandonato,Madre con figli,3,9
croce coperta,Madre con figli e altri membri conviventi,5,4
la dozza,Madre con figli e altri membri conviventi,5,1
mulino del gomito,Madre con figli e altri membri conviventi,5,1
san savino,Madre con figli e altri membri conviventi,5,6
savena abbandonato,Madre con figli e altri membri conviventi,5,1
croce coperta,Padre con figli e altri membri conviventi,5,5
la dozza,Padre con figli e altri membri conviventi,5,2
mulino del gomito,Padre con figli e altri membri conviventi,5,1
san savino,Padre con figli e altri membri conviventi,5,8
savena abbandonato,Padre con figli e altri membri conviventi,5,1
beverara,Altre tipologie familiari,2,175
la noce,Altre tipologie familiari,2,38
laghetti del rosario,Altre tipologie familiari,2,13
lazzaretto,Altre tipologie familiari,2,23
pescarola,Altre tipologie familiari,2,112
tiro a segno,Altre tipologie familiari,2,4
beverara,Madre con figli,4,13
la noce,Madre con figli,4,3
laghetti del rosario,Madre con figli,4,1
lazzaretto,Madre con figli,4,2
pescarola,Madre con figli,4,8
tiro a segno,Madre con figli,4,1
ravone,Altre tipologie familiari,3,2
san giuseppe,Altre tipologie familiari,3,11
san luca,Altre tipologie familiari,3,2
stadio-meloncello,Altre tipologie familiari,3,6
via del genio,Altre tipologie familiari,3,1
xxi aprile,Altre tipologie familiari,3,21
ravone,Coniugi,2,80
san giuseppe,Coniugi,2,414
san luca,Coniugi,2,44
stadio-meloncello,Coniugi,2,238
via del genio,Coniugi,2,2
xxi aprile,Coniugi,2,840
ravone,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
san giuseppe,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
san luca,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
stadio-meloncello,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
via del genio,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
xxi aprile,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,2
malpighi-1,Coniugi con figli e altri membri conviventi,4,4
malpighi-2,Coniugi con figli e altri membri conviventi,4,19
malpighi-1,Coniugi con figli e altri membri conviventi,5,3
malpighi-2,Coniugi con figli e altri membri conviventi,5,11
malpighi-1,Coniugi con figli e altri membri conviventi,6-10,2
malpighi-2,Coniugi con figli e altri membri conviventi,6-10,11
malpighi-1,Padre con figli,4,1
malpighi-2,Padre con figli,4,3
malpighi-1,Padre con figli e altri membri conviventi,6-10,1
malpighi-2,Padre con figli e altri membri conviventi,6-10,2
marconi-1,Altre tipologie familiari,6-10,1
marconi-2,Altre tipologie familiari,6-10,1
marconi-1,Madre con figli,5,1
marconi-2,Madre con figli,5,2
marconi-1,Padre con figli e altri membri conviventi,5,2
marconi-2,Padre con figli e altri membri conviventi,5,10
marconi-1,Sola,1,506
marconi-2,Sola,1,2681
prati di caprara-ospedale maggiore,Altre tipologie familiari,4,1
scalo ravone,Altre tipologie familiari,4,1
velodromo,Altre tipologie familiari,4,2
via vittorio veneto,Altre tipologie familiari,4,2
zanardi,Altre tipologie familiari,4,2
prati di caprara-ospedale maggiore,Coniugi con figli e altri membri conviventi,4,1
scalo ravone,Coniugi con figli e altri membri conviventi,4,1
velodromo,Coniugi con figli e altri membri conviventi,4,11
via vittorio veneto,Coniugi con figli e altri membri conviventi,4,10
zanardi,Coniugi con figli e altri membri conviventi,4,12
prati di caprara-ospedale maggiore,Madre con figli e altri membri conviventi,6-10,1
scalo ravone,Madre con figli e altri membri conviventi,6-10,1
velodromo,Madre con figli e altri membri conviventi,6-10,2
via vittorio veneto,Madre con figli e altri membri conviventi,6-10,2
zanardi,Madre con figli e altri membri conviventi,6-10,2
prati di caprara-ospedale maggiore,Padre con figli e altri membri conviventi,6-10,1
scalo ravone,Padre con figli e altri membri conviventi,6-10,1
velodromo,Padre con figli e altri membri conviventi,6-10,2
via vittorio veneto,Padre con figli e altri membri conviventi,6-10,2
zanardi,Padre con figli e altri membri conviventi,6-10,3
prati di caprara-ospedale maggiore,Solo,1,75
scalo ravone,Solo,1,23
velodromo,Solo,1,909
via vittorio veneto,Solo,1,845
zanardi,Solo,1,1029
caab,Altre tipologie familiari,3,1
cadriano-calamosco,Altre tipologie familiari,3,2
fiera,Altre tipologie familiari,3,1
michelino,Altre tipologie familiari,3,8
pilastro,Altre tipologie familiari,3,12
san donnino,Altre tipologie familiari,3,5
scalo merci san donato,Altre tipologie familiari,3,1
via del lavoro,Altre tipologie familiari,3,13
via mondo,Altre tipologie familiari,3,13
caab,Altre tipologie familiari,5,1
cadriano-calamosco,Altre tipologie familiari,5,1
fiera,Altre tipologie familiari,5,1
michelino,Altre tipologie familiari,5,1
pilastro,Altre tipologie familiari,5,2
san donnino,Altre tipologie familiari,5,1
scalo merci san donato,Altre tipologie familiari,5,1
via del lavoro,Altre tipologie familiari,5,2
via mondo,Altre tipologie familiari,5,2
caab,Coniugi con altri membri conviventi,3,1
cadriano-calamosco,Coniugi con altri membri conviventi,3,2
fiera,Coniugi con altri membri conviventi,3,1
michelino,Coniugi con altri membri conviventi,3,7
pilastro,Coniugi con altri membri conviventi,3,11
san donnino,Coniugi con altri membri conviventi,3,5
scalo merci san donato,Coniugi con altri membri conviventi,3,1
via del lavoro,Coniugi con altri membri conviventi,3,13
via mondo,Coniugi con altri membri conviventi,3,13
caab,Coniugi con altri membri conviventi,6-10,1
cadriano-calamosco,Coniugi con altri membri conviventi,6-10,1
fiera,Coniugi con altri membri conviventi,6-10,1
michelino,Coniugi con altri membri conviventi,6-10,1
pilastro,Coniugi con altri membri conviventi,6-10,1
san donnino,Coniugi con altri membri conviventi,6-10,1
scalo merci san donato,Coniugi con altri membri conviventi,6-10,1
via del lavoro,Coniugi con altri membri conviventi,6-10,1
via mondo,Coniugi con altri membri conviventi,6-10,1
caab,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
cadriano-calamosco,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
fiera,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
michelino,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
pilastro,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
san donnino,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
scalo merci san donato,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
via del lavoro,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
via mondo,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
caab,Madre con figli,3,5
cadriano-calamosco,Madre con figli,3,9
fiera,Madre con figli,3,1
michelino,Madre con figli,3,44
pilastro,Madre con figli,3,67
san donnino,Madre con figli,3,28
scalo merci san donato,Madre con figli,3,1
via del lavoro,Madre con figli,3,77
via mondo,Madre con figli,3,76
osservanza,Altre tipologie familiari,3,7
paderno,Altre tipologie familiari,3,3
san michele in bosco,Altre tipologie familiari,3,5
osservanza,Coniugi con figli e altri membri conviventi,5,7
paderno,Coniugi con figli e altri membri conviventi,5,3
san michele in bosco,Coniugi con figli e altri membri conviventi,5,5
galvani-1,Madre con figli e altri membri conviventi,5,2
galvani-2,Madre con figli e altri membri conviventi,5,10
galvani-1,Madre con figli e altri membri conviventi,6-10,1
galvani-2,Madre con figli e altri membri conviventi,6-10,2
galvani-1,Padre con figli,6-10,1
galvani-2,Padre con figli,6-10,1
galvani-1,Padre con figli e altri membri conviventi,Oltre 10,1
galvani-2,Padre con figli e altri membri conviventi,Oltre 10,1
irnerio-1,Coppia unita civilmente maschile con altri conviventi,4,1
irnerio-2,Coppia unita civilmente maschile con altri conviventi,4,1
irnerio-1,Madre con figli,5,1
irnerio-2,Madre con figli,5,2
irnerio-1,Madre con figli e altri membri conviventi,5,3
irnerio-2,Madre con figli e altri membri conviventi,5,7
chiesanuova,Altre tipologie familiari,5,2
dagnini,Altre tipologie familiari,5,3
giardini margherita,Altre tipologie familiari,5,1
mezzofanti,Altre tipologie familiari,5,2
siepelunga,Altre tipologie familiari,5,2
chiesanuova,Coniugi con altri membri conviventi,5,1
dagnini,Coniugi con altri membri conviventi,5,1
giardini margherita,Coniugi con altri membri conviventi,5,1
mezzofanti,Coniugi con altri membri conviventi,5,1
siepelunga,Coniugi con altri membri conviventi,5,1
chiesanuova,Coniugi con altri membri conviventi,6-10,1
dagnini,Coniugi con altri membri conviventi,6-10,1
giardini margherita,Coniugi con altri membri conviventi,6-10,1
mezzofanti,Coniugi con altri membri conviventi,6-10,1
siepelunga,Coniugi con altri membri conviventi,6-10,1
chiesanuova,Coniugi con figli e altri membri conviventi,5,11
dagnini,Coniugi con figli e altri membri conviventi,5,14
giardini margherita,Coniugi con figli e altri membri conviventi,5,1
mezzofanti,Coniugi con figli e altri membri conviventi,5,11
siepelunga,Coniugi con figli e altri membri conviventi,5,7
chiesanuova,Sola,1,1268
dagnini,Sola,1,1623
giardini margherita,Sola,1,6
mezzofanti,Sola,1,1272
siepelunga,Sola,1,760
bitone,Coniugi con altri membri conviventi,4,5
cavedone,Coniugi con altri membri conviventi,4,2
due madonne,Coniugi con altri membri conviventi,4,2
fossolo,Coniugi con altri membri conviventi,4,4
lungo savena,Coniugi con altri membri conviventi,4,1
ospedale bellaria,Coniugi con altri membri conviventi,4,1
pontevecchio,Coniugi con altri membri conviventi,4,3
via arno,Coniugi con altri membri conviventi,4,3
bitone,Coniugi con altri membri conviventi,6-10,1
cavedone,Coniugi con altri membri conviventi,6-10,1
due madonne,Coniugi con altri membri conviventi,6-10,1
fossolo,Coniugi con altri membri conviventi,6-10,1
lungo savena,Coniugi con altri membri conviventi,6-10,1
ospedale bellaria,Coniugi con altri membri conviventi,6-10,1
pontevecchio,Coniugi con altri membri conviventi,6-10,1
via arno,Coniugi con altri membri conviventi,6-10,1
bitone,Coniugi con figli,4,346
cavedone,Coniugi con figli,4,101
due madonne,Coniugi con figli,4,97
fossolo,Coniugi con figli,4,279
lungo savena,Coniugi con figli,4,6
ospedale bellaria,Coniugi con figli,4,4
pontevecchio,Coniugi con figli,4,170
via arno,Coniugi con figli,4,228
bitone,Padre con figli,2,67
cavedone,Padre con figli,2,20
due madonne,Padre con figli,2,19
fossolo,Padre con figli,2,54
lungo savena,Padre con figli,2,2
ospedale bellaria,Padre con figli,2,1
pontevecchio,Padre con figli,2,33
via arno,Padre con figli,2,45
battindarno,Coniugi con figli,5,55
canale di reno,Coniugi con figli,5,39
villaggio della barca,Coniugi con figli,5,37
battindarno,Padre con figli e altri membri conviventi,5,5
canale di reno,Padre con figli e altri membri conviventi,5,4
villaggio della barca,Padre con figli e altri membri conviventi,5,4
aeroporto,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
bargellino,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
borgo centro,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
casteldebole,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
ducati-villaggio ina,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
la birra,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
lavino di mezzo,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
lungo reno,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
rigosa,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
triumvirato-pietra,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
via del vivaio,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
arcoveggio,Coniugi con figli e altri membri conviventi,4,26
caserme rosse-manifattura,Coniugi con figli e altri membri conviventi,4,6
cnr,Coniugi con figli e altri membri conviventi,4,1
ex mercato ortofrutticolo,Coniugi con figli e altri membri conviventi,4,5
piazza dell'unita',Coniugi con figli e altri membri conviventi,4,27
via ferrarese,Coniugi con figli e altri membri conviventi,4,29
arcoveggio,Coniugi con figli e altri membri conviventi,5,28
caserme rosse-manifattura,Coniugi con figli e altri membri conviventi,5,6
cnr,Coniugi con figli e altri membri conviventi,5,1
ex mercato ortofrutticolo,Coniugi con figli e altri membri conviventi,5,5
piazza dell'unita',Coniugi con figli e altri membri conviventi,5,29
via ferrarese,Coniugi con figli e altri membri conviventi,5,32
arcoveggio,Madre con figli,3,91
caserme rosse-manifattura,Madre con figli,3,19
cnr,Madre con figli,3,1
ex mercato ortofrutticolo,Madre con figli,3,16
piazza dell'unita',Madre con figli,3,96
via ferrarese,Madre con figli,3,104
croce coperta,Padre con figli e altri membri conviventi,3,37
la dozza,Padre con figli e altri membri conviventi,3,9
mulino del gomito,Padre con figli e altri membri conviventi,3,5
san savino,Padre con figli e altri membri conviventi,3,57
savena abbandonato,Padre con figli e altri membri conviventi,3,7
beverara,Altre tipologie familiari,5,3
la noce,Altre tipologie familiari,5,1
laghetti del rosario,Altre tipologie familiari,5,1
lazzaretto,Altre tipologie familiari,5,1
pescarola,Altre tipologie familiari,5,2
tiro a segno,Altre tipologie familiari,5,1
beverara,Coniugi con altri membri conviventi,3,16
la noce,Coniugi con altri membri conviventi,3,4
laghetti del rosario,Coniugi con altri membri conviventi,3,2
lazzaretto,Coniugi con altri membri conviventi,3,2
pescarola,Coniugi con altri membri conviventi,3,10
tiro a segno,Coniugi con altri membri conviventi,3,1
beverara,Madre con figli e altri membri conviventi,6-10,3
la noce,Madre con figli e altri membri conviventi,6-10,1
laghetti del rosario,Madre con figli e altri membri conviventi,6-10,1
lazzaretto,Madre con figli e altri membri conviventi,6-10,1
pescarola,Madre con figli e altri membri conviventi,6-10,2
tiro a segno,Madre con figli e altri membri conviventi,6-10,1
ravone,Coppia unita civilmente maschile,2,1
san giuseppe,Coppia unita civilmente maschile,2,4
san luca,Coppia unita civilmente maschile,2,1
stadio-meloncello,Coppia unita civilmente maschile,2,2
via del genio,Coppia unita civilmente maschile,2,1
xxi aprile,Coppia unita civilmente maschile,2,7
battindarno,Coniugi con figli,4,284
canale di reno,Coniugi con figli,4,203
villaggio della barca,Coniugi con figli,4,193
battindarno,Coniugi con figli e altri membri conviventi,6-10,23
canale di reno,Coniugi con figli e altri membri conviventi,6-10,17
villaggio della barca,Coniugi con figli e altri membri conviventi,6-10,16
battindarno,Madre con figli,4,15
canale di reno,Madre con figli,4,11
villaggio della barca,Madre con figli,4,10
battindarno,Madre con figli e altri membri conviventi,3,64
canale di reno,Madre con figli e altri membri conviventi,3,46
villaggio della barca,Madre con figli e altri membri conviventi,3,44
battindarno,Madre con figli e altri membri conviventi,5,12
canale di reno,Madre con figli e altri membri conviventi,5,9
villaggio della barca,Madre con figli e altri membri conviventi,5,8
battindarno,Madre con figli e altri membri conviventi,6-10,3
canale di reno,Madre con figli e altri membri conviventi,6-10,3
villaggio della barca,Madre con figli e altri membri conviventi,6-10,2
aeroporto,Altre tipologie familiari,4,1
bargellino,Altre tipologie familiari,4,1
borgo centro,Altre tipologie familiari,4,3
casteldebole,Altre tipologie familiari,4,2
ducati-villaggio ina,Altre tipologie familiari,4,2
la birra,Altre tipologie familiari,4,1
lavino di mezzo,Altre tipologie familiari,4,1
lungo reno,Altre tipologie familiari,4,1
rigosa,Altre tipologie familiari,4,1
triumvirato-pietra,Altre tipologie familiari,4,3
via del vivaio,Altre tipologie familiari,4,1
aeroporto,Altre tipologie familiari,5,1
bargellino,Altre tipologie familiari,5,1
borgo centro,Altre tipologie familiari,5,3
casteldebole,Altre tipologie familiari,5,2
ducati-villaggio ina,Altre tipologie familiari,5,2
la birra,Altre tipologie familiari,5,1
lavino di mezzo,Altre tipologie familiari,5,1
lungo reno,Altre tipologie familiari,5,1
rigosa,Altre tipologie familiari,5,1
triumvirato-pietra,Altre tipologie familiari,5,3
via del vivaio,Altre tipologie familiari,5,1
aeroporto,Coppia unita civilmente maschile,2,1
bargellino,Coppia unita civilmente maschile,2,1
borgo centro,Coppia unita civilmente maschile,2,4
casteldebole,Coppia unita civilmente maschile,2,3
ducati-villaggio ina,Coppia unita civilmente maschile,2,2
la birra,Coppia unita civilmente maschile,2,1
lavino di mezzo,Coppia unita civilmente maschile,2,1
lungo reno,Coppia unita civilmente maschile,2,1
rigosa,Coppia unita civilmente maschile,2,1
triumvirato-pietra,Coppia unita civilmente maschile,2,3
via del vivaio,Coppia unita civilmente maschile,2,1
aeroporto,Padre con figli e altri membri conviventi,3,4
bargellino,Padre con figli e altri membri conviventi,3,1
borgo centro,Padre con figli e altri membri conviventi,3,65
casteldebole,Padre con figli e altri membri conviventi,3,42
ducati-villaggio ina,Padre con figli e altri membri conviventi,3,26
la birra,Padre con figli e altri membri conviventi,3,16
lavino di mezzo,Padre con figli e altri membri conviventi,3,5
lungo reno,Padre con figli e altri membri conviventi,3,1
rigosa,Padre con figli e altri membri conviventi,3,11
triumvirato-pietra,Padre con figli e altri membri conviventi,3,45
via del vivaio,Padre con figli e altri membri conviventi,3,8
aeroporto,Padre con figli e altri membri conviventi,4,2
bargellino,Padre con figli e altri membri conviventi,4,1
borgo centro,Padre con figli e altri membri conviventi,4,33
casteldebole,Padre con figli e altri membri conviventi,4,21
ducati-villaggio ina,Padre con figli e altri membri conviventi,4,13
la birra,Padre con figli e altri membri conviventi,4,8
lavino di mezzo,Padre con figli e altri membri conviventi,4,3
lungo reno,Padre con figli e altri membri conviventi,4,1
rigosa,Padre con figli e altri membri conviventi,4,6
triumvirato-pietra,Padre con figli e altri membri conviventi,4,22
via del vivaio,Padre con figli e altri membri conviventi,4,4
aeroporto,Sola,1,60
bargellino,Sola,1,10
borgo centro,Sola,1,1007
casteldebole,Sola,1,643
ducati-villaggio ina,Sola,1,392
la birra,Sola,1,247
lavino di mezzo,Sola,1,67
lungo reno,Sola,1,2
rigosa,Sola,1,169
triumvirato-pietra,Sola,1,685
via del vivaio,Sola,1,119
arcoveggio,Altre tipologie familiari,6-10,3
caserme rosse-manifattura,Altre tipologie familiari,6-10,1
cnr,Altre tipologie familiari,6-10,1
ex mercato ortofrutticolo,Altre tipologie familiari,6-10,1
piazza dell'unita',Altre tipologie familiari,6-10,3
via ferrarese,Altre tipologie familiari,6-10,3
arcoveggio,Coppia unita civilmente maschile con altri conviventi,4,1
caserme rosse-manifattura,Coppia unita civilmente maschile con altri conviventi,4,1
cnr,Coppia unita civilmente maschile con altri conviventi,4,1
ex mercato ortofrutticolo,Coppia unita civilmente maschile con altri conviventi,4,1
piazza dell'unita',Coppia unita civilmente maschile con altri conviventi,4,1
via ferrarese,Coppia unita civilmente maschile con altri conviventi,4,1
arcoveggio,Solo,1,1617
caserme rosse-manifattura,Solo,1,337
cnr,Solo,1,8
ex mercato ortofrutticolo,Solo,1,269
piazza dell'unita',Solo,1,1710
via ferrarese,Solo,1,1857
croce coperta,Sola,1,730
la dozza,Sola,1,166
mulino del gomito,Sola,1,88
san savino,Sola,1,1120
savena abbandonato,Sola,1,122
beverara,Coniugi,2,526
la noce,Coniugi,2,114
laghetti del rosario,Coniugi,2,37
lazzaretto,Coniugi,2,69
pescarola,Coniugi,2,338
tiro a segno,Coniugi,2,12
beverara,Madre con figli,2,222
la noce,Madre con figli,2,48
laghetti del rosario,Madre con figli,2,16
lazzaretto,Madre con figli,2,29
pescarola,Madre con figli,2,143
tiro a segno,Madre con figli,2,5
beverara,Madre con figli,5,3
la noce,Madre con figli,5,1
laghetti del rosario,Madre con figli,5,1
lazzaretto,Madre con figli,5,1
pescarola,Madre con figli,5,2
tiro a segno,Madre con figli,5,1
beverara,Sola,1,856
la noce,Sola,1,185
laghetti del rosario,Sola,1,60
lazzaretto,Sola,1,111
pescarola,Sola,1,550
tiro a segno,Sola,1,19
ravone,Altre tipologie familiari,6-10,1
san giuseppe,Altre tipologie familiari,6-10,1
san luca,Altre tipologie familiari,6-10,1
stadio-meloncello,Altre tipologie familiari,6-10,1
via del genio,Altre tipologie familiari,6-10,1
xxi aprile,Altre tipologie familiari,6-10,1
ravone,Coniugi con altri membri conviventi,6-10,1
san giuseppe,Coniugi con altri membri conviventi,6-10,1
san luca,Coniugi con altri membri conviventi,6-10,1
stadio-meloncello,Coniugi con altri membri conviventi,6-10,1
via del genio,Coniugi con altri membri conviventi,6-10,1
xxi aprile,Coniugi con altri membri conviventi,6-10,2
ravone,Coppia unita civilmente femminile,2,1
san giuseppe,Coppia unita civilmente femminile,2,2
san luca,Coppia unita civilmente femminile,2,1
stadio-meloncello,Coppia unita civilmente femminile,2,1
via del genio,Coppia unita civilmente femminile,2,1
xxi aprile,Coppia unita civilmente femminile,2,3
ravone,Madre con figli e altri membri conviventi,6-10,1
san giuseppe,Madre con figli e altri membri conviventi,6-10,2
san luca,Madre con figli e altri membri conviventi,6-10,1
stadio-meloncello,Madre con figli e altri membri conviventi,6-10,1
via del genio,Madre con figli e altri membri conviventi,6-10,1
xxi aprile,Madre con figli e altri membri conviventi,6-10,3
malpighi-1,Altre tipologie familiari,3,3
malpighi-2,Altre tipologie familiari,3,13
marconi-1,Madre con figli e altri membri conviventi,3,17
marconi-2,Madre con figli e altri membri conviventi,3,90
marconi-1,Padre con figli e altri membri conviventi,Oltre 10,1
marconi-2,Padre con figli e altri membri conviventi,Oltre 10,1
prati di caprara-ospedale maggiore,Coniugi con figli,4,12
scalo ravone,Coniugi con figli,4,4
velodromo,Coniugi con figli,4,143
via vittorio veneto,Coniugi con figli,4,133
zanardi,Coniugi con figli,4,162
prati di caprara-ospedale maggiore,Padre con figli,2,4
scalo ravone,Padre con figli,2,1
velodromo,Padre con figli,2,40
via vittorio veneto,Padre con figli,2,37
zanardi,Padre con figli,2,45
prati di caprara-ospedale maggiore,Sola,1,87
scalo ravone,Sola,1,27
velodromo,Sola,1,1051
via vittorio veneto,Sola,1,976
zanardi,Sola,1,1190
caab,Coniugi con altri membri conviventi,4,1
cadriano-calamosco,Coniugi con altri membri conviventi,4,1
fiera,Coniugi con altri membri conviventi,4,1
michelino,Coniugi con altri membri conviventi,4,4
pilastro,Coniugi con altri membri conviventi,4,6
san donnino,Coniugi con altri membri conviventi,4,3
scalo merci san donato,Coniugi con altri membri conviventi,4,1
via del lavoro,Coniugi con altri membri conviventi,4,6
via mondo,Coniugi con altri membri conviventi,4,6
caab,Padre con figli e altri membri conviventi,3,3
cadriano-calamosco,Padre con figli e altri membri conviventi,3,5
fiera,Padre con figli e altri membri conviventi,3,1
michelino,Padre con figli e altri membri conviventi,3,25
pilastro,Padre con figli e altri membri conviventi,3,38
san donnino,Padre con figli e altri membri conviventi,3,16
scalo merci san donato,Padre con figli e altri membri conviventi,3,1
via del lavoro,Padre con figli e altri membri conviventi,3,44
via mondo,Padre con figli e altri membri conviventi,3,43
galvani-1,Coniugi con figli e altri membri conviventi,4,3
galvani-2,Coniugi con figli e altri membri conviventi,4,14
galvani-1,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
galvani-2,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
galvani-1,Madre con figli,4,4
galvani-2,Madre con figli,4,26
galvani-1,Padre con figli e altri membri conviventi,4,6
galvani-2,Padre con figli e altri membri conviventi,4,32
irnerio-1,Coniugi con figli,3,98
irnerio-2,Coniugi con figli,3,267
chiesanuova,Madre con figli,5,1
dagnini,Madre con figli,5,1
giardini margherita,Madre con figli,5,1
mezzofanti,Madre con figli,5,1
siepelunga,Madre con figli,5,1
bitone,Padre con figli e altri membri conviventi,3,73
cavedone,Padre con figli e altri membri conviventi,3,21
due madonne,Padre con figli e altri membri conviventi,3,21
fossolo,Padre con figli e altri membri conviventi,3,59
lungo savena,Padre con figli e altri membri conviventi,3,2
ospedale bellaria,Padre con figli e altri membri conviventi,3,1
pontevecchio,Padre con figli e altri membri conviventi,3,36
via arno,Padre con figli e altri membri conviventi,3,48
bitone,Padre con figli e altri membri conviventi,4,41
cavedone,Padre con figli e altri membri conviventi,4,12
due madonne,Padre con figli e altri membri conviventi,4,12
fossolo,Padre con figli e altri membri conviventi,4,33
lungo savena,Padre con figli e altri membri conviventi,4,1
ospedale bellaria,Padre con figli e altri membri conviventi,4,1
pontevecchio,Padre con figli e altri membri conviventi,4,20
via arno,Padre con figli e altri membri conviventi,4,27
